76	76	"Sub Personality 1"		1	"2019-04-01 12:54:16"	"2019-04-01 12:54:16"
77	77	"Sub Personality 2"		1	"2019-04-01 12:54:16"	"2019-04-01 12:54:16"
78	78	"In the score graph above you can see a pattern. There are several possible conclusions to be drawn based on this pattern graph."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
79	79	"If the graph shows no strong peaks or low points, but is somewhat flatter in shape, it could mean that you may have no strong interests or skills in a particular area in the RIASEC personality type inventory."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
80	80	"If you have a very flat profile this could be due to several causes. A flat profile sometimes occurs if someone answers the questionnaire’s questions too quickly without really wondering where their abilities, skills and interest lie or what things are really important for them in a professional environment."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
81	81	"What also may underlie a flat profile is the fact that young and/or inexperienced people have not yet fully developed their personalities. So if the trend line shows a low score, this may indicate that there is not yet a fully developed view of their own identity. However, this does not have to be the case necessarily."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
82	82	"A flat profile could also indicate that you have a stable personality, showing different skills and interests. This is especially the case if there is a high, flattened line shown in the total score graph."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
83	83	"Should all above not apply to you and your graph shows clear peaks in the trend line, this indicates a clear focus on your interests and skills. It is also possible that you will see several peaks in the graph, this indicates that your interests lie in multiple personality types. Based on your scores shown in the graph, your personal three-letter code is:"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
84	84	"Three-letter code is based on the three personality types that are most applicable to you. It could occur that you have just as high a score on 2 of 3, or 3 of 3 letters. When this is the case, the order of the letters in the three-letter code does not matter and therefore it can be concluded that each sequence of the three-letter code applies to you in the same amount."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
85	85	"On the next pages the personality types of your three-letter code are described in more detail."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
86	86	<p>hhshshshs</p>	O	1	"2019-04-01 12:54:17"	"2019-04-25 09:00:44"
87	87	"Furthermore, the enterprising personality type aspires to achieve organizational, political or economic goals. They are self-confident, outgoing and optimistic."	O	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
88	88	<p>gsgdhdhdhdhdh</p>	O	1	"2019-04-01 12:54:17"	"2019-04-25 09:00:44"
89	89	"<p>They place a high value on status, power, money, and material possessions.</p>"	O	1	"2019-04-01 12:54:17"	"2019-04-05 14:08:08"
90	90	"self-confident assertive persuasive ambitious optimistic"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
91	91	"initiate projects sell things organize activities lead a group convince people"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
92	92	"make dicisions start your business have power/status be elected to office"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
93	93	"The enterprising personality type is generally less skilled in the fields of science, research and other analytical activities."	O	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
94	94	"They avoid activities which require attention to detail and adherence to a set routine. Enterprising personality occupations can be very different in industry, but traits like 'initiating', 'organizing' and 'commercial' are common in these occupations."	O	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
95	95	"Examples of typical enterprising personality occupations are:"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
96	96	"entrepreneur, general manager, marketer, consultant, freelance photographer, politician, credit analyst, sales manager, stockbroker, tax accountant, buyer and banker/financial planner."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
97	97	"People who score high on the enterprising personality type often find their happiness in professions in which they can use their commercial, political or leadership skills to cooperate with others or to organize activities."	O	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
98	98	"They are enthusiastic and energetic in initiating and supervising the activities in which they engage. Furthermore, they are assertive and verbally persuasive in bringing others around to their point of view."	O	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
99	99	"The enterprising personality type is ambitious and likes to be in positions of authority."	O	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
100	100	Persuasive		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
101	101	Impulsive		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
102	102	Popular		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
103	103	Confident		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
104	104	Assertive		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
105	105	Adventurous		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
106	106	Extroverted		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
107	107	Spontaneous		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
108	108	Talkative		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
109	109	Energetic		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
110	110	"Depending on your personal three-letter code, later on in this report occupations that specifically match your code are explained and written out."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
111	111	"The conventional personality type likes activities where they can work according to set procedures. They are wellorganized, persistent, and practical individuals."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
112	112	"People who score high on the conventional personality type often possess administrative, organizational and analytical skills. In addition, they are good at working according to procedures, rules and guidelines."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
113	113	"The conventional personality type is dependable, efficient and conscientious in accomplishing the tasks in which they engage."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
114	114	"They enjoy the security of belonging to groups and organizations and make good team members."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
115	115	"methodical numerically inclined conforming practical systematic structured"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
116	116	"work well within a system keep accurate records use a database abide by deadline"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
117	117	"use data follow defined procedures work with numbers collect and organize"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
118	118	"The conventional personality type is generally less skilled in artistic and creative fields and other activities that require a lot of imagination."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
119	119	"They are most comfortable working in situations and at tasks in which they know what is expected of them."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
120	120	"Examples of typical enterprising personality occupations are:"		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
121	121	"accountant, budget analyst, business programmer, court reporter, financial analyst, insurance manager, internal auditor, statistician, medical records technicians, paralegal, safety inspector, travel agent and museum registrar."		1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
122	122	"People who score high on the conventional personality type often find their happiness in professions in which they can work with numbers, data, information processing and other type of activities in which standardized processes and guidelines have been incorporated."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
123	123	"They are most comfortable in familiar situations and in the company of persons they know well. They like to work indoors in pleasant surroundings and place value on material comforts and possessions."	C	1	"2019-04-01 12:54:17"	"2019-04-01 12:54:17"
124	124	"They tend to be conservative and traditional in values and attitudes. The conventional personality type values reliability, stability, security and orderliness, which is why they are frequently found in administrative occupations or positions within law enforcement."	C	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
125	125	Well-organized		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
126	126	Accurate		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
127	127	Polite		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
128	128	Ambitious		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
129	129	Persistent		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
130	130	Obedient		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
131	131	Systematic		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
132	132	Conscientious		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
133	133	Efficient		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
134	134	Practical		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
135	135	"Depending on your personal three-letter code, later on in this report occupations that specifically match your code are explained and written out."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
136	136	"The social personality type likes activities where they can be helpful to others by serving in facilitative or supervising roles. They often possess interpersonal skills such as patience and well developed expression skills. "	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
137	137	"In addition, they are persuasive and enjoy being at or near the center of the group."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
138	138	"Social personalities are idealistic, sensitive, and conscientious in their outlook on things like life, morality and religion."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
139	139	"They have strong social feelings and are open to emotions, thoughts and feelings of others."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
140	140	"responsible cooperative insightful patient understanding"		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
141	141	"train/teach others lead a group discussion supervise an activity cooperate with others mediate disputes"		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
142	142	"do volunteer work work with young people help people with problems work in groups"		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
143	143	"The social personality type is generally not into technical activities and therefore often does not have technical skills. Very practical and technical activities are thus often avoided."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
144	144	"They see themselves as having social and educational skills which causes them to get along well with others and fit natural to express their emotions."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
145	145	"Social personality occupations can be very different in industry, but traits like ‘social’ and ‘friendly’ are common in these occupations."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
146	146	"Examples of typical enterprising personality occupations are:"		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
147	147	"psychologist, paralegal, librarian, teacher, social worker, nurse, scout, concierge and driving instructor."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
148	148	"People who score high on the social personality type often find their happiness in professions where helping others, cooperating and/or supervising are common."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
149	149	"These people can be found in environments where they can take care of, support, help, educate, inform or entertain others."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
150	150	"The social working environment requires interpersonal and communicative skills and provides room for humanitarian values, understanding of others and patient and tactful approaches."	S	1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
151	151	Friendly		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
152	152	Idealistic		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
153	153	Patient		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
154	154	Responsible		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
155	155	Forgiving		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
156	156	Cooperative		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
157	157	Kind		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
158	158	Compassionate		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
159	159	Generous		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
160	160	Caring		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
161	161	"Depending on your personal three-letter code, later on in this report occupations that specifically match your code are explained and written out."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
162	162	"Occupation List Highest Scored Personality Type"		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
163	163	"On the next page a list of occupations is shown based on your highest score and the main personality type"		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
164	164	"These occupations probably appeal to you and in first instance solely based on your highest score on a specific personality type. This means that your two subtypes have not yet been taken into account."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
165	165	"These subtypes in combination with your main personality type, together your personal three-letter code, are discussed further on in this report. This is done for a specific reason. Occupations solely in your highest score category might not fit your subtypes, causing it not to be mentioned in your specific occupation list (based on your personal three-letter code) even though you just might like it."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
166	166	"The occupation list on the next page consist of typical occupations which could belong to your main personality type. You can check it and find out which of the occupations or industries suits you."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
167	167	"After this general occupation list we will zoom-in on specific occupations belonging to your three-letter code."		1	"2019-04-01 12:54:18"	"2019-04-01 12:54:18"
168	168	"List of Occupations"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
169	169	"Administrative law judge"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
170	170	"Advertising and promotions manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
171	171	"Sales representative"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
172	172	"Agent / Business manager (of artists, performers, athletes)"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
173	173	"Air traffic controller"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
174	174	"Appraiser (real estate)"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
175	175	"Aqua-cultural manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
176	176	Bartender		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
177	177	"Chef / Head Cook"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
178	178	"Ship and boat captain"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
179	179	"Skin care specialist"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
180	180	"Warehouse distribution manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
181	181	"Technical director / manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
182	182	Telemarketer		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
183	183	"Logistic manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
184	184	"Travel agent"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
185	185	"Travel guide"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
186	186	"Buyer (retail / warehouse)"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
187	187	"IT System manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
188	188	"Construction manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
189	189	"Copy writer"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
190	190	"Criminal investigator / Special agent"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
191	191	"Crop and livestock manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
192	192	Curator		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
193	193	"Customer service representative"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
194	194	"Financial manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
195	195	"Sales manager"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
196	196	"Three-Letter Code Occupations"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
197	197	"The occupation list on the next page is based on your personal three-letter code that’s reflects the results of the career test you have made on Careertestpro.com. This code will help you to find occupations that match the composition of your personality as detailed as possible."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
198	198	"The database of Careertestpro.com consists of more than 3,000 occupations. All these occupations are classified according to their corresponding three-letter code"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
199	199	"On the next page of this report you will find occupations that are aligned with your personal three-letter code, that was extracted from the questionnaire you filled in."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
200	200	"The first three-letter code that you will see on the list of occupations is the one that exactly fitted your personality. Subsequently other occupations are listed who have the same three letters in their code, but in a different order. These occupations are important because it may well be the case that these have similarities with your exact three-letter code and thus might appeal to you."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
201	201	"It’s up to you to get inspiration, ideas and motivation from the occupations list below and to examine the ones that appeal to you the most."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
202	202	"Next to the occupations you will find an educational level that indicates on how much education people need to do the work, how much related experience people need to do the work and how much on-the-job training people need to do the work."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
203	203	Level		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
204	204	"Occupations that need little or no preparation"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
205	205	"Occupations that need some preparation"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
206	206	"Occupations the need medium preparation"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
207	207	"Occupations that need considerable preparation"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
208	208	"Occupations Occupations that need extensive preparation"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
209	209	Conclusion		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
210	210	"Based on the six different personality types, this report has given you insight into your personality profile. To each personality profile certain occupations and activities fit to a greater or lesser extent. This is why career tests in general are not actually tests that give a specific answer to the question: what should I be?"		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
211	211	"Instead the career test and the resulting personality profile provide a substantiation why certain occupations suit you better than others. These test results can help you make better decisions with regard to your (future) career. The occupations on the specific occupation list based on your personality profile are examples of stereotypical occupations associated with the different personality types."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
212	212	"However, the reality is that in practice, the boundaries between different personality types and three-letter codes are blurred and many occupations actually fit multiple personality types. For example, a surgeon must be able to communicate with people (social personality type), he/she must have an academic background (investigative personality type), like diversity in his/her work environment and needs to know how to operate medical equipment (realistic personality type). This example show that multiple personality types are present in one occupation."		1	"2019-04-01 12:54:19"	"2019-04-01 12:54:19"
213	213	"It is important for you to determine for yourself which of your characteristics, qualities and skills connect to the work areas that you want to be active in. If you are for instance a person who likes to work outside you should not look for work environments in which you work behind a desk all day on a computer. If you are an artistic person then it is advisable to choose an occupation in which personal interpretation, originality and creativity are encouraged and are appreciated."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
214	214	"Furthermore, it can be done in different ways and does not necessarily have to be in an obvious work environment for a creative person like occupations as a writer or actor. Coming up with a new advertising campaign or a new product also requires a lot of creative insight and imagination."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
215	215	"What you should also keep in consideration is the fact that a lot of people do not find all the characteristics, qualities and competencies that they find important in their work environment. For you it is important that you know who you are and know what you like."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
216	216	"Also, you need to figure out where your personal skills, qualities and competencies come into their own. By doing so you can reflect on you work and make the adjustments in your career that you think you should make. This will help you to identify the tasks in your work that fit your personality best and also identify the ones which do not."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
217	217	"Provided that the work environment allows these kind of adjustments, you can create a professional work environment in which your core competences and skills come into their own within your occupational activities."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
218	218	"What’s next?"		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
219	219	"It is wise to discuss your test results with family, friends and colleagues in order to validate them. By doing so you can find out what they think about what type of person you are and how they look at your talents, skills and competences."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
