"1";"0";"title1";"<p>Beroepskeuzetest rapportage</p>
";"1";;;"<p>Careertest report</p>
";
"12";"0";"text3";"<p>In de bovenstaande totale scoregrafiek kan je een patroon zien. Er zijn verschillende conclusies te trekken op basis van bovenstaande grafiek.<br />
<br />
Bevat de trendlijn geen uitgesproken toppen en dalen, maar is deze wat vlakker van vorm, dan betekent dit dat jij wellicht geen uitgesproken interesses en vaardigheden in &eacute;&eacute;n specifiek RIASOC gebied heeft.<br />
<br />
Wanneer je een heel vlak profiel hebt kan dit een aantal oorzaken hebben. Een vlak profiel komt wel eens voor wanneer de test bijvoorbeeld iets te snel is doorlopen, waardoor je jezelf wellicht niet genoeg hebt afgevraagd waar je capaciteiten, competenties en interesses liggen of welke zaken je daadwerkelijk aanspreken.<br />
<br />
Wat ook ten grondslag kan liggen aan een vlak profiel is het feit dat jonge en/of onervaren personen een nog niet volledig ontwikkeld beeld hebben van zichzelf. Wanneer de score van de trendlijn laag ligt, kan dit aanduiden dat er sprake is van een nog niet volledig ontwikkeld beeld van een eigen identiteit. Dit hoeft echter niet het geval te zijn.<br />
<br />
Wanneer er een vlak profiel weergegeven wordt kan dit ook betekenen dat je over een stabiele persoonlijkheid beschikt, waaruit verschillende competenties en interesses naar voren komen. Dit is voornamelijk het geval wanneer er een hoge, afgevlakte lijn te zien is in de grafiek.<br />
<br />
Is het bovenstaande niet op jou van toepassing en heb jij een duidelijke top in de trendlijn, dan wijst dit op een duidelijke focus in je interesses en vaardigheden. Het is ook mogelijk dat je meerdere toppen ziet in de grafiek, dit duidt op het feit dat jouw interesse in meerdere persoonlijkheidstypes valt.<br />
<br />
Op basis van bovenstaande scores komt de volgende persoonlijke drielettercode naar voren:</p>
";"12";;;"<p>In the score graph above you can see a pattern. There are several possible conclusions to be drawn based on this pattern graph.&nbsp;</p>

<p>If the graph shows no strong peaks or low points, but is somewhat flatter in shape, it could mean that you may have no strong interests or skills in a particular area in the RIASEC personality type inventory.</p>

<p>If you have a very flat profile this could be due to several causes. A flat profile sometimes occurs if someone answers the questionnaire&rsquo;s questions too quickly without really wondering where their abilities, skills and interest lie or what things are really important for them in a professional environment.&nbsp;</p>

<p>What also may underlie a flat profile is the fact that young and/or inexperienced people have not yet fully developed their personalities. So if the trend line shows a low score, this may indicate that there is not yet a fully developed view of their own identity. However, this does not have to be the case necessarily.&nbsp;</p>

<p>A flat profile could also indicate that you have a stable personality, showing different skills and interests. This is especially the case if there is a high, flattened line shown in the total score graph.</p>

<p>Should all above not apply to you and your graph shows clear peaks in the trend line, this indicates a clear focus on your interests and skills. It is also possible that you will see several peaks in the graph, this indicates that your interests lie in multiple personality types.</p>

<p>Based on your scores shown in the graph, your personal three-letter code is:</p>";
"13";"0";"text4";"<p>Bovenstaande drielettercode is gebaseerd op de drie persoonlijkheidstypes die het meest op jou van toepassing zijn. Het kan voorkomen dat je op 2 van de 3 of op 3 van de 3 letters een precies even hoge score hebt. Wanneer dit het geval is doet de volgorde van de code op het gebied van die 2 of 3 persoonlijkheidstypes er niet toe en kan er geconcludeerd worden dat elke volgorde evenveel van toepassing is op jou.<br />
<br />
Hieronder worden de persoonlijkheidstypes uit bovenstaande drielettercode uitgebreider besproken.</p>
";"14";;;"<p>This three-letter code is based on the three personality types that are most applicable to you. It could occur that you have just as high a score on 2 of 3, or 3 of 3 letters. When this is the case, the order of the letters in the three-letter code does not matter and therefore it can be concluded that each sequence of the three-letter code applies to you in the same amount.&nbsp;</p>

<p>On the next pages the personality types of your three-letter code are described in more detail.</p>
";
"14";"0";"title4";"<p>Realistische persoonlijkheidstype</p>
";"13";;;"<p>Realistic personality type</p>
";
"15";"0";"title5";"<p>Algemene informatie</p>
";"15";;;"<p>General information</p>
";
"16";"0";"text5";"<p>De realistische, ook wel praktische menstype genoemd, houdt van activiteiten waarbij een hands-on mentaliteit is vereist om problemen op te lossen. Deze personen vinden het fijn om buiten te werken en zijn vaak te vinden in uitvoerende beroepen waar gewerkt wordt machines, gereedschappen en materialen. Zij hebben dan ook een goed technisch inzicht, beschikken over goede handvaardigheid en maken dan ook graag gebruik van hun lichaamskracht. Ook zijn deze personen terug te vinden in beroepen waarin gewerkt wordt met dieren of in de natuur. De realistische persoonlijkheidstype hecht waarde aan eerlijkheid, zichtbare prestaties en gezond verstand. Daarnaast zien deze personen graag financi&euml;le waardering voor lichamelijke inspanning.</p>
";"16";;;"<p>The realistic personality type, also called practical personality type, enjoys activities requiring a hands-on approach to solve problems. They generally are attracted to working outdoors and are often found in professions working machinery, tools and materials. They therefore have a good technical understanding, are well-coordinated, have good manual dexterity and like to use their physical strength in their work. These individuals are also found in occupational fields involving working with animals. The realistic personality type appreciates honesty, likes to see tangible results from their efforts and tend to think in terms of absolutes. They have a straightforward and uncomplicated view of life.</p>
";
"17";"0";"text6";"<p>Beroepen waar veel administratie, papierwerk of intensieve samenwerking met andere personen zijn veelal minder van toepassing op de realistische persoonstype. Deze personen vermijden ook liever diepgaande interactie met andere mensen.&nbsp;Voorbeeldberoepen bij dit persoonlijkheidstype zijn monteur, tegelzetter, elektrotechnicus, kok, bouwvakker, kweker, hovenier, boer, landbouwer, loodgieter, beveiligingsbeambte en timmerman.</p>
";"17";;;"<p>Occupations that require a lot of paperwork and intensive cooperation with other people are often less appealing to the realistic personality type. They tend to avoid in-depth interaction in their professional working environment. They find it difficult to give emotional expression to their feelings and prefer not to deal with abstract and theoretical issues and problems. Examples of typical realistic personality occupations are mechanic, tiler, electrician, cook, construction worker, farmer, gardener, athletic trainer, dental technician, software technician, surveyor, plumber, security guard and carpenter.</p>
";
"18";"0";"text7";"<p>In een realistische werkomgeving wordt veelal gewerkt met machines, gereedschap, dingen, planten, dieren en staan buiten werken of fysieke werkzaamheden centraal. De realistische persoonlijkheidstype zoekt graag het avontuur en de uitdaging op, is graag onderweg en hecht waarde aan zelfstandigheid. De omgeving biedt ruimte aan robuustheid en aan praktische en productieve zaken.</p>
";"18";;;"<p>In a realistic work environment people often work with machinery, tools, things, objects, plants and animals. Furthermore, they like working outdoors, have athletic abilities and like to be physical active. The realistic personality type is looking for adventure and likes challenges in their work, they enjoy traveling and are committed to independence. The realistic work environment provides room for robustness and practical and productive activities.</p>
";
"19";"0";"text8";"<p>Afhankelijk van je drielettercode worden er verderop in dit rapport beroepen toegelicht die specifiek op jouw samenstelling van toepassing zijn.</p>
";"19";;;"<p><strong>Depending on your personal three-letter code, later on in this report occupations that specifically match your code are explained and written out.</strong></p>
";
"20";"0";"text9";"<p>Het intellectuele persoonlijkheidstype houdt van natuurkundige, biologische en culturele verschijnselen en om onderwerpen in deze gebieden te onderzoeken en analyseren. Nadenken en zaken bestuderen staan voor deze personen centraal.<br />
<br />
Deze personen bezitten wetenschappelijke en analytische vaardigheden, maar zijn over het algemeen sociaal en op het gebied van leidinggeven minder vaardig. Daarnaast hebben zij moeite om mensen te overtuigen of voor zich te winnen. Goed onderbouwde documentatie en verduidelijkende bijdragen die leiden tot de oplossing van praktische problemen worden door deze persoonlijkheidstypen gewaardeerd.<br />
&nbsp;</p>
";"20";;;"<p>The investigative personality type likes to investigate topics in the area of physical, biological and cultural phenomena. They are naturally curious and inquisitive. They have a need to understand, explain, and predict the things that go on around them. Investigative personalities are independent and like to work alone. These individuals possess scientific and analytical skills, but are generally less skilled in roles that require social or leadership skills. They prefer neither to supervise others nor to be supervised. The investigative personality is scholarly and scientific in their attempts to understand things.</p>
";
"21";"0";"text10";"<p>De intellectuele persoonlijkheidstype hecht waarde aan onafhankelijkheid, kennis vergaren, doelen bereiken en het continu blijven leren en zichzelf ontwikkelen.<br />
<br />
Voorbeeldberoepen bij dit persoonlijkheidstype kunnen erg verschillen van aard, maar ten alle tijden staan de termen &quot;onderzoeken&quot; en &quot;analyseren&quot; centraal. Denk hierbij aan beroepen als bioloog, laborant, psycholoog, systeembeheerder, analist, ergonoom, arts en programmeur.</p>
";"21";;;"<p>The investigative personality type is committed to their independence, acquiring and extending knowledge, achieving goals and continuously developing themselves in scientific fields. Investigative personality occupations can be very different in industry, but words like &lsquo;research&rsquo; and &lsquo;analysis&rsquo; are always connected to them. Typical investigative occupations are biologist, psychologist, analyst, physician, programmer, geologist, statistician, surgeon, veterinarian, archaeologist, electrical engineer and meteorologist.</p>
";
"22";"0";"text11";"<p>Werkgebieden waarin de onderzoekende menstype het best tot zijn recht komt zijn beroepen waarin veel met (conceptuele) idee&euml;n wordt gewerkt en waar veel bij nagedacht moet worden. De basis ligt bij onderzoekende werkzaamheden om problemen of kwesties op te lossen en om informatie en kennis te vergaren. Kritische noten, gereserveerdheid, enige vorm van scepsis en doortastendheid zijn aan de orde van de dag in een intellectuele omgeving. De omgeving biedt tevens ruimte aan conceptuele, creatieve en theoretische waarden.</p>
";"22";;;"<p>In an investigative work environment people often work with (conceptual) ideas where they work well-disciplined, precise, and systematic in thought and action. They have confidence in their intellectual abilities and like to do investigative work to resolve complex problems and to gather information and knowledge. The work environment provides space for conceptual, creative and theoretical values. They tend to be pessimistic and critical when non-scientific, simplistic, or supernatural explanations are suggested by others.</p>
";
"23";"0";"text12";"<p>Het artistieke persoonlijkheidstype houdt van ongestructureerde activiteiten, waarin zij zich op een vrije, onafhankelijke, creatieve en kunstzinnige manier kunnen uiten.<br />
<br />
Zelfexpressie, originaliteit en het cre&euml;ren van zaken staan voor artistieke personen centraal. Zij beschikken dan ook over artistieke vaardigheden als rijke fantasie, vormgeven, muziek maken, acteren, dansen, schilderen, tekenen, toneelspelen en schrijven.</p>
";"23";;;"<p>The artistic personality type likes to do unstructured activities in which they can express themselves in a free, independent, creative and artistic way. They are impulsive and idealistic in outlook.</p>

<p>Self-expression, originality and creating things are coherent with the artistic personality type. They therefore possess artistic skills like a rich imagination, ability to design, make music, act, dance, paint, draw and write.</p>
";
"24";"0";"text13";"<p>Op het gebied van geordend werken, administratieve zaken verwerken of systematisch werken zijn deze personen veelal minder vaardig, hier halen zij dan ook geen voldoening uit. Routines en regels vermijd het artistieke persoonlijkheidstype liever.<br />
<br />
Voorbeeldberoepen bij de artistieke persoonlijkheidstype zijn musicus, danser, kunstenaar, journalist, choreograaf, grimeur, acteur, schrijver of bloemist.</p>
";"24";;;"<p>In the field of organized and structured working, processing administrative matters or systematic work, the artistic personality type is often less proficient and therefore it is also less likely that they will find satisfaction in occupations that require a lot of those activities. They find it difficult to function effectively in highly ordered and systematic situations. People who score high on the artistic personality type tend to avoid routines and rules in order to express themselves creatively.</p>

<p>Examples of typical artistic personality occupations are musician, dancer, artist, journalist, choreographer, make-up artist, actor, writer, florist, graphic designer, copy writer, art teacher, drama coach and photographer.</p>
";
"25";"0";"text14";"<p>Werkgebieden waar de artistieke menstype het best tot zijn recht komt zijn beroepen die veel met creatieve bezigheden te maken hebben. Vaardigheden op dit gebied zijn uiteraard wel een vereiste.<br />
<br />
Artistieke menstypen waarderen onconventionele zaken en hechten tevens waarde aan esthetiek, originaliteit, verbeelding, oorspronkelijkheid en rebelsheid tegen de gevestigde orde.<br />
<br />
Het doel van de artistieke persoonlijkheidstype is het leveren van artistieke producten, zoals kunstwerken of producties, zoals een uitvoering.</p>
";"25";;;"<p>In an artistic work environment people are very creative, original and individualistic. They like to be different and strive to stand out from the crowd. A creative skill set is of course required. Artistic personalities appreciate unconventionality, aesthetics, use of imagination, originality and prefer abstract tasks and unstructured situations. Their goal is to deliver artistic products, such as artworks or productions like a play or performance.</p>
";
"26";"0";"text15";"<p>Het sociale persoonlijkheidstype houdt van sociale, dienstverlenende werkzaamheden, waarin zij met andere mensen omgaan of hen helpen. Daarnaast zijn deze personen terug te vinden in functies waarin zij anderen onderwijzen of begeleiden.<br />
<br />
Personen die over het sociale persoonlijkheidstype beschikken bezitten vaak contactuele vaardigheden, zoals geduld en aandacht. Daarnaast wekken zij een vorm van vertrouwelijkheid. Zij hebben sterke sociale gevoelens en kunnen vaak goed luisteren en staan open voor gevoelens en gedachten van anderen.</p>
";"26";;;"<p>The social personality type likes activities where they can be helpful to others by serving in facilitative or supervising roles. They often possess interpersonal skills such as patience and well developed expression skills. In addition, they are persuasive and enjoy being at or near the center of the group. Social personalities are idealistic, sensitive, and conscientious in their outlook on things like life, morality and religion. They have strong social feelings and are open to emotions, thoughts and feelings of others.</p>
";
"27";"0";"text16";"<p>Deze personen houden doorgaans niet van technische activiteiten en beschikken dan ook vaak niet over deze vaardigheden. Praktische en technische bezigheden worden hierdoor veelal vermeden.<br />
<br />
Voorbeeldberoepen bij dit persoonlijkheidstype kunnen erg verschillen van aard, maar ten alle tijden staan de termen &quot;sociaal&quot; en &quot;contactueel&quot; centraal. Sociale persoonlijkheidstypes zijn terug te vinden in beroepen waar met mensen wordt gewerkt, in een helpende of dienstverlenende zin. Denk hierbij aan beroepen als sportleraar, onderwijzer, maatschappelijk werker, rijinstructeur, kraamhulp, bibliothecaris, scout en conci&euml;rge.</p>
";"27";;;"<p>The social personality type is generally not into technical activities and therefore often does not have technical skills. Very practical and technical activities are thus often avoided. They see themselves as having social and educational skills which causes them to get along well with others and fit natural to express their emotions.&nbsp;</p>

<p>Social personality occupations can be very different in industry, but traits like &lsquo;social&rsquo; and &lsquo;friendly&rsquo; are common in these occupations. Examples of typical social personality occupations are psychologist, paralegal, librarian, teacher, social worker, nurse, scout, concierge and driving instructor.</p>
";
"28";"0";"text17";"<p>Personen die hoog scoren op het gebied van de sociale persoonlijkheidstype vinden vaak hun geluk in beroepen waarin hulp of dienstverlening centraal staan. Deze personen bevinden zich vaak in omgevingen waarin zij een van de volgende begrippen toepassen; verzorgen, steunen, helpen, onderwijzen, voorlichten of entertainen van anderen. De sociale omgeving verlangt interpersoonlijke, communicatieve en contactuele vaardigheden. De sociale omgeving biedt ruimte aan menslievende waarden, begrip voor anderen en geduldige en tactvolle handelswijzen.</p>
";"28";;;"<p>People who score high on the social personality type often find their happiness in professions where helping others, cooperating and/or supervising are common.&nbsp; These people can be found in environments where they can take care of, support, help, educate, inform or entertain others. The social working environment requires interpersonal and communicative skills and provides room for humanitarian values, understanding of others and patient and tactful approaches.</p>
";
"29";"0";"text18";"<p>Het ondernemende persoonlijkheidstype houdt van beroepen waarbij andere personen overtuigd of aangestuurd moeten worden. In deze gebieden liggen dan ook hun kwaliteiten. Deze personen ambi&euml;ren het bereiken van organisatorische, politieke of economische doelen.<br />
<br />
Personen die over het ondernemende persoonlijkheidstype beschikken, bezitten vaak leidinggevende, overtuigende en/of commerci&euml;le vaardigheden. Daarnaast zijn zij goed in functies waarbij het initi&euml;ren of organiseren van activiteiten centraal staat.</p>
";"29";;;"<p>The enterprising personality type likes activities where they can lead, organize or influence others. Therefore they often possess the necessary skills in these fields. Furthermore, the enterprising personality type aspires to achieve organizational, political or economic goals. They are self-confident, outgoing and optimistic. Persons who score high on this personality type often possess leadership and commercial skills and are convincing to others. In addition, they perform well in positions in which they can initiate or organize activities. They place a high value on status, power, money, and material possessions.</p>
";
"30";"0";"text19";"<p>Deze personen zijn doorgaans minder vaardig op het gebied van wetenschappelijke, onderzoekende en analytische activiteiten.<br />
<br />
Voorbeeldberoepen bij dit persoonlijkheidstype kunnen verschillen van aard, maar de termen als commercieel, initi&euml;ren en organiseren zijn veelvuldig terug te vinden. Denk hierbij aan een manager, handelaar, consultant, zelfstandig ondernemer, planner, freelance fotograaf, consultant, algemeen directeur, bedrijfsleider, marketeer en inkoper.</p>
";"30";;;"<p>The enterprising personality type is generally less skilled in the fields of science, research and other analytical activities. They avoid activities which require attention to detail and adherence to a set routine. Enterprising personality occupations can be very different in industry, but traits like &#39;initiating&#39;, &#39;organizing&#39; and &#39;commercial&#39; are common in these occupations. Examples of typical enterprising personality occupations are entrepreneur, general manager, marketer, consultant, freelance photographer, politician, credit analyst, sales manager, stockbroker, tax accountant, buyer and banker/financial planner.</p>
";
"31";"0";"text20";"<p>Personen die hoog scoren op het gebied van het ondernemende persoonlijkheidstype vinden vaak hun geluk in beroepen waarin op commerci&euml;le, politiek of leidinggevende zin met mensen wordt samengewerkt. De ondernemende omgeving biedt hier ruimte aan en tevens ook aan doelstellingen als succes, macht en faam.<br />
<br />
Het gaat er bij ondernemende persoonlijkheidstypes om dat zij anderen kunnen aansturen, iets van hen gedaan kunnen krijgen of om iets aan anderen te verkopen.</p>
";"31";;;"<p>People who score high on the enterprising personality type often find their happiness in professions in which they can use their commercial, political or leadership skills to cooperate with others or to organize activities. They are enthusiastic and energetic in initiating and supervising the activities in which they engage. Furthermore, they are assertive and verbally persuasive in bringing others around to their point of view. The enterprising personality type is ambitious and likes to be in positions of authority.</p>
";
"32";"0";"text21";"<p>Het conventionele persoonlijkheidstype houdt van beroepen waarbij precieze, systematische en geordende werkzaamheden aan de orde zijn. Deze kwaliteiten van deze personen liggen dan ook in het gebied van geordende, beheersmatige en rationele functies.<br />
<br />
Personen die over het conventionele persoonlijkheidstype beschikken, bezitten vaak administratieve, organisatorische en analytische vaardigheden. Daarnaast zijn zij goed in het werken volgens procedures, regels en vastgestelde richtlijnen.</p>
";"32";;;"<p>The conventional personality type likes activities where they can work according to set procedures. They are well-organized, persistent, and practical individuals. People who score high on the conventional personality type often possess administrative, organizational and analytical skills. In addition, they are good at working according to procedures, rules and guidelines. The conventional personality type is dependable, efficient and conscientious in accomplishing the tasks in which they engage. They enjoy the security of belonging to groups and organizations and make good team members.</p>
";
"33";"0";"text22";"<p>Deze personen zijn doorgaans minder vaardig op artistieke en creatieve gebieden of werkzaamheden die veel fantasie vereisen.<br />
<br />
Voorbeeldberoepen bij dit persoonlijkheidstype zijn bijvoorbeeld accountant, taxateur, belastingadviseur, bankier, kassier, statisticus, archivaris, secretaresse, controller en griffier.</p>
";"33";;;"<p>The conventional personality type is generally less skilled in artistic and creative fields and other activities that require a lot of imagination. They are most comfortable working in situations and at tasks in which they know what is expected of them. Examples of typical conventional personality type occupations are accountant, budget analyst, business programmer, court reporter, financial analyst, insurance manager, internal auditor, statistician, medical records technicians, paralegal, safety inspector, travel agent and museum registrar.</p>
";
"34";"0";"text23";"<p>Hieronder wordt een lijst beroepen weergegeven op basis van je hoogste score. Deze beroepen spreken jou waarschijnlijk aan en zijn in eerste instantie alleen gebaseerd op deze hoogste score. Er is hier dus nog geen rekening gehouden met je 2e en 3e score. Het kan namelijk ook zijn dat er beroepen zijn die wel in jouw hoogste scorecategorie vallen en je dus ook leuk zou kunnen vinden, maar niet in je 2e of 3e hoogste score categorie&euml;n. Na onderstaande beroepen volgen de specifieke beroepen die wel volledig gebaseerd zijn op jouw specifieke drielettercode.</p>
";"34";;;"<p>On the next page a list of occupations is shown based on your highest score and thus main personality type. These occupations probably appeal to you and in first instance solely based on your highest score on a specific personality type. This means that your two subtypes have not yet been taken into account. These subtypes in combination with your main personality type, together your personal three-letter code, are discussed further on in this report. This is done for a specific reason. Occupations solely in your highest score category might not fit your subtypes, causing it not to be mentioned in your specific occupation list (based on your personal three-letter code) even though you just might like it. In the general occupation list on the next page you can browse typical occupations belonging to your main personality type and find out if one or more of the occupations/industries suit you.&nbsp;</p>

<p>After this general occupation list we will zoom-in on specific occupations belonging to your&nbsp;three-letter code.</p>
";
"35";"0";"text24";"<p>Onderstaande beroepenlijst is gebaseerd op jouw persoonlijke drielettercode die de keuzes die je gemaakt heb bij de vragenlijst reflecteert. Deze code helpt je dus om beroepen te vinden die bij jouw persoonlijkheidssamenstelling passen.<br />
<br />
De database van DeBeroepskeuzetest.nl bestaat uit meer dan 3.000 beroepen. Deze beroepen zijn allemaal ingedeeld volgens de bijbehorende drielettercode. Hieronder vind je een aantal beroepen die zijn afgestemd op de bij jouw behorende drielettercode. Allereerst in de lijst staan de beroepen die precies passen bij de door jouw gegenereerde drielettercode. Daarnaast worden ook beroepen weergegeven met dezelfde letters in de code, alleen in een andere volgorde. Het kan namelijk goed zijn dat je hier ook raakvlakken mee hebt.<br />
<br />
Het is aan jou om uit onderstaande lijst idee&euml;n en inspiratie op te doen en de mogelijkheden verder te onderzoeken die je het meest aanspreken. Achter de beroepen staat een onderwijsniveau. Dit kan zijn MBO, waarmee lager of middelbaar beroepsonderwijs bedoeld wordt. Dit kan ook HBO of WO zijn, waarmee hoger beroepsonderwijs of universitair onderwijs bedoeld wordt.</p>
";"35";;;"<p>The occupation list on the next page is based on your personal three-letter code that&rsquo;s reflects the results of the career test you have made on Careertestpro.com. This code will help you to find occupations that match the composition of your personality as detailed as possible.</p>

<p>The database of Careertestpro.com consists of more than 3,000 occupations. All these occupations are classified according to their corresponding three-letter code. On the next page of this report you will find occupations that are aligned with your personal three-letter code, that was extracted from the questionnaire you filled in.</p>

<p>The first three-letter code that you will see on the list of occupations is the one that exactly fitted your personality. Subsequently other occupations are listed who have the same three letters in their code, but in a different order. These occupations are important&nbsp; because it may well be the case that these have similarities with your exact three-letter code and thus might appeal to you.</p>

<p>It&acute;s up to you to get inspiration, ideas and motivation from the occupations list below and to examine the ones that appeal to you the most. Next to the occupations you will find an educational level that indicates on how much education people need to do the work, how much related experience people need to do the work and how much on-the-job training people need to do the work.</p>

<p>Level</p>

<p>1&nbsp;&nbsp; &nbsp;Occupations that need little or no preparation;</p>

<p>2&nbsp;&nbsp; &nbsp;Occupations that need some preparation;</p>

<p>3&nbsp;&nbsp; &nbsp;Occupations that need medium preparation;</p>

<p>4&nbsp;&nbsp; &nbsp;Occupations that need considerable preparation;</p>

<p>5&nbsp;&nbsp; &nbsp;Occupations that need extensive preparation.</p>
";
"36";"0";"text25";"<p>Geen beroepen gevonden voor deze code.</p>
";"37";;;"<p>No occupations found for this specific code.</p>
";
