"11";"Je scoort gemiddeld op het intellectuele persoonlijkheidstype. Je bent een redelijk onderzoekend persoon die uit de voeten kan in activiteiten waarin bepaalde zaken of verschijnselen doorgrond of geanalyseerd worden. Je beschikt over analytisch vermogen en tot op zekere hoogte ook over een wetenschappelijke aanleg. Je interesses liggen in zekere mate in beroepen waarin deze eigenschappen een rol spelen.
";"1";"Vaardigheden";"I";"gemiddeld";;;"You score average on the investigative personality type. You&#39;re a fairly inquisitive person who is able to handle activities in which certain things or phenomena are examined or analyzed. You have analytical skills, and to some extent also a scientific aptitude. Your interests are to some extent in occupations where these skills play a role.
"
"12";"Je scoort boven gemiddeld op het intellectuele persoonlijkheidstype. Jij houdt ervan om natuurkundige, biologische en/of culturele verschijnselen te doorgronden en analyseren. Je hebt een sterk analytische en wetenschappelijke aanleg. Deze aanleg helpt jou om goed onderbouwde documentatie en verduidelijkende bijdragen te leveren in jouw werkomgeving.
";"1";"Vaardigheden";"I";"boven gemiddeld";;;"You score above average on the investigative personality type. You like to examine and analyze natural, biological and/or cultural phenomena. You have strong analytical and scientific aptitude. This helps you to produce well founded documentation and make clarifying contributions to your work environment.
"
"13";"Je scoort hoog op het intellectuele persoonlijkheidstype. Jij houdt ervan om natuurkundige, biologische en/of culturele verschijnselen te doorgronden en analyseren. Je hebt een sterk analytische en wetenschappelijke aanleg. Deze aanleg helpt jou om goed onderbouwde documentatie en verduidelijkende bijdragen te leveren in jouw werkomgeving.
";"1";"Vaardigheden";"I";"hoog";;;"You score high on the investigative personality type. You like to examine and analyze natural, biological and/or cultural phenomena. You have strong analytical and scientific aptitude. This helps you to produce well founded documentation and make clarifying contributions to your work environment.
"
"14";"Je scoort zeer hoog op het intellectuele persoonlijkheidstype. Jij houdt ervan om natuurkundige, biologische en/of culturele verschijnselen te doorgronden en analyseren. Je hebt een sterk analytische en wetenschappelijke aanleg. Deze aanleg helpt jou om goed onderbouwde documentatie en verduidelijkende bijdragen te leveren in jouw werkomgeving.
";"1";"Vaardigheden";"I";"zeer hoog";;;"You score very high on the investigative personality type. You like to examine and analyze natural, biological and/or cultural phenomena. You have strong analytical and scientific aptitude. This helps you to produce well founded documentation and make clarifying contributions to your work environment.
"
"15";"Je scoort zeer laag op het artistieke persoonlijkheidstype. Creatieve en artistieke werkzaamheden, waarbij zelfexpressie en het cre&euml;ren van dingen centraal staat, liggen jou niet. Werkzaamheden als schrijven, vormgeving, muziek en kunst maken of ontwerpen behoren waarschijnlijk niet tot jouw sterke punten. Je interesses liggen niet in beroepen waarbij deze zaken een grote rol spelen.
";"1";"Vaardigheden";"A";"zeer laag";;;"You score very low on the artistic personality type. Creative and artistic activities that focus on self-expression and creativity are not for you. Writing, designing, music and art or creating stuff are probably not your strongest skills. Your skills and interests do not match occupations that require those competencies.
"
"16";"Je scoort laag op het artistieke persoonlijkheidstype. Creatieve en artistieke werkzaamheden, waarbij zelfexpressie en het cre&euml;ren van dingen centraal staat, liggen jou niet. Werkzaamheden als schrijven, vormgeving, muziek en kunst maken of ontwerpen behoren waarschijnlijk niet tot jouw sterke punten. Je interesses liggen niet in beroepen waarbij deze zaken een grote rol spelen.
";"1";"Vaardigheden";"A";"laag";;;"You score low on the artistic personality type. Creative and artistic activities focused on self-impression and creativity are not for you. Writing, design, music and art or development are probably not your strongest sides. Your skills and interests do not match occupations that require those competencies.
"
"17";"Je scoort onder gemiddeld op het artistieke persoonlijkheidstype. Creatieve en artistieke werkzaamheden, waarbij zelfexpressie en het cre&euml;ren van dingen centraal staat, liggen jou niet. Werkzaamheden als schrijven, vormgeving, muziek en kunst maken of ontwerpen behoren waarschijnlijk niet tot jouw sterke punten. Je interesses liggen niet volledig in beroepen waarbij deze zaken een grote rol spelen. Je vindt andere beroepen interessanter.
";"1";"Vaardigheden";"A";"onder gemiddeld";;;"You score below average on the artistic personality type. Creative and artistic activities focused on self-impression and creativity are not for you. Writing, design, music and art or development are probably not your strongest sides. Your skills and interests do not match occupations that require those competencies. You find other occupations more interesting.
"
"18";"Je scoort gemiddeld op het artistieke persoonlijkheidstype. Je bent een redelijk creatief persoon en beschikt over de capaciteiten om uit de voeten te kunnen in artistieke beroepen. Je hebt niet echt moeite met zelfexpressie en het cre&euml;ren van dingen in een professionele werkomgeving. Onconventionaliteit, esthetiek en originaliteit spreken je over het algemeen wel aan. Je interesses liggen in zekere mate in beroepen waarin deze eigenschappen een rol spelen.
";"1";"Vaardigheden";"A";"gemiddeld";;;"You score average on the artistic personality type. You&#39;re a pretty creative person and have potential in artistic professions. You do not have problems with self-expression and creating things in a professional environment. Unconventionality, aesthetics and originality generally appeal to you. Your interests are to some extent in occupations where these skills play a role.
"
"19";"Je scoort boven gemiddeld op het artistieke persoonlijkheidstype. Jij houdt van creatieve en artistieke beroepen, waarbij zelfexpressie en cre&euml;ren centraal staat. Jij beschikt over een rijke fantasie en hebt artistieke aanleg op bijvoorbeeld het gebied van schrijven, muziek en kunst maken en ontwerpen en vormgeving. Daarnaast waardeer jij onconventionaliteit, esthetiek en originaliteit.
";"1";"Vaardigheden";"A";"boven gemiddeld";;;"You score above average on the artistic personality type. You like creative and artistic jobs where self expression and creativeness play a large role. You possess a rich fantasy and you are artistically predisposed for example for writing, music and art design and development. Besides, you appreciate unconventionality, aesthetics and originality.
"
"20";"Je scoort hoog op het artistieke persoonlijkheidstype. Jij houdt van creatieve en artistieke beroepen, waarbij zelfexpressie en cre&euml;ren centraal staat. Jij beschikt over een rijke fantasie en hebt artistieke aanleg op bijvoorbeeld het gebied van schrijven, muziek en kunst maken en ontwerpen en vormgeving. Daarnaast waardeer jij onconventionaliteit, esthetiek en originaliteit.
";"1";"Vaardigheden";"A";"hoog";;;"You score high on the artistic personality type. You like creative and artistic jobs where self expression and creativeness play a large role. You have a rich imagination and you have artistic aptitude for activities such as writing, music and art design and development. Furthermore, you appreciate unconventionality, aesthetics and originality.
"
"21";"Je scoort zeer hoog op het artistieke persoonlijkheidstype. Jij houdt van creatieve en artistieke beroepen, waarbij zelfexpressie en cre&euml;ren centraal staat. Jij beschikt over een rijke fantasie en hebt artistieke aanleg op bijvoorbeeld het gebied van schrijven, muziek en kunst maken en ontwerpen en vormgeving. Daarnaast waardeer jij onconventionaliteit, esthetiek en originaliteit.
";"1";"Vaardigheden";"A";"zeer hoog";;;"You score very high on the artistic personality type. You like creative and artistic jobs where self expression and creativeness play a large role. You have a rich imagination and you have artistic aptitude for activities such as writing, music and art design and development. Furthermore, you appreciate unconventionality, aesthetics and originality.
"
"23";"Je scoort zeer laag op het sociale persoonlijkheidtype. Onderwijzende, behandelende of adviserende werkzaamheden liggen jou niet. Veel omgang en interactie met andere mensen over hun gedachten en gevoelens behoort waarschijnlijk niet tot jouw sterkste punten. Je interesses liggen dan ook niet in sociale en dienstverlenende omgevingen.
";"1";"Vaardigheden";"S";"zeer laag";;;"You score very low on the social personality type. Educational, treatment or advisory activities do not suit you. Talking and interacting with other people about their thoughts and feelings are probably not your strongest personality traits. Your interests and skills do not match occupations in social and service work environments.&nbsp;
"
"24";"Je scoort laag op het sociale persoonlijkheidtype. Onderwijzende, behandelende of adviserende werkzaamheden liggen jou niet. Veel omgang en interactie met andere mensen over hun gedachten en gevoelens behoort waarschijnlijk niet tot jouw sterkste punten. Je interesses liggen dan ook niet in sociale en dienstverlenende omgevingen.
";"1";"Vaardigheden";"S";"laag";;;"You score low on the social personality type.&nbsp;Educational, treatment or advisory activities do not suit you. Talking and interacting with other people about their thoughts and feelings are probably not your strongest personality traits. Your interests and skills do not match occupations in social and service work environments.&nbsp;
"
"25";"Je scoort onder gemiddeld op het sociale persoonlijkheidstype. Onderwijzende, behandelende of adviserende werkzaamheden liggen jou niet. Veel omgang en interactie met andere mensen over hun gedachten en gevoelens behoort waarschijnlijk niet tot jouw sterkste punten. Je interesses liggen dan ook niet volledig volledig in sociale en dienstverlenende omgevingen. Je vindt andere beroepen interessanter.
";"1";"Vaardigheden";"S";"onder gemiddeld";;;"You score below average on the social personality type.&nbsp;Educational, treatment or advisory activities do not really suit you. Talking and interacting with other people about their thoughts and feelings are probably not your strongest personality traits. Your interests and skills do not quite match occupations in social and service work environments.&nbsp;You find other occupations more interesting.
"
"26";"Je scoort gemiddeld op het sociale persoonlijkheidstype. In zekere mate waardeer je interactie en omgang met andere mensen. Je bezit contactuele vaardigheden die van pas kunnen komen in een sociale, dienstverlenende werkomgeving. Daarnaast kan je redelijk goed luisteren en sta je regelmatig open voor gedachten en gevoelens van anderen. Je interesses liggen tot op zekere hoogte in beroepen waarin deze eigenschappen een rol spelen.
";"1";"Vaardigheden";"S";"gemiddeld";;;"You score average on the social personality type. To some extent you appreciate interaction and cooperating with other people. You possess interpersonal skills that come in handy in social and/or service industry occupations. In addition, you&#39;re a reasonably good listener and you&#39;re regularly open to thoughts and feelings of others. Your interests match, to a certain extent, occupations where these skills play a role.
"
"27";"Je scoort boven gemiddeld op het sociale persoonlijkheidstype. Jij hecht waarde aan de omgang en interactie met andere mensen. Je bezit contactuele vaardigheden die je helpen in sociale, dienstverlenende beroepen. Je kan goed naar anderen luisteren en staat open voor gedachten en gevoelens. Met jouw vaardigheden zou je goed in een onderwijzend, behandelend of adviserend beroep kunnen werken.
";"1";"Vaardigheden";"S";"boven gemiddeld";;;"You score above&nbsp; average on the social personality type. It is important for you to interact and cooperate with other people. You possess social skills which help you in social and/or service related occupations. You&#39;re a good listener and you&#39;re open to thoughts and feelings of others. With your skills and traits you could work well in educational, treatment or advisory occupations.
"
"28";"Je scoort hoog op het sociale persoonlijkheidstype. Jij hecht waarde aan de omgang en interactie met andere mensen. Je bezit contactuele vaardigheden die je helpen in sociale, dienstverlenende beroepen. Je kan goed naar anderen luisteren en staat open voor gedachten en gevoelens. Met jouw vaardigheden zou je goed in een onderwijzend, behandelend of adviserend beroep kunnen werken.
";"1";"Vaardigheden";"S";"hoog";;;"You score high on the social personality type. It is important for you to interact and cooperate with other people. You possess social skills which help you in social and/or service related occupations. You&#39;re a good listener and you&#39;re open to thoughts and feelings of others. With your skills and traits you&#39;ll do well in educational, treatment or advisory occupations.
"
"29";"Je scoort zeer hoog op het sociale persoonlijkheidstype. Jij hecht waarde aan de omgang en interactie met andere mensen. Je bezit contactuele vaardigheden die je helpen in sociale, dienstverlenende beroepen. Je kan goed naar anderen luisteren en staat open voor gedachten en gevoelens. Met jouw vaardigheden zou je goed in een onderwijzend, behandelend of adviserend beroep kunnen werken.
";"1";"Vaardigheden";"S";"zeer hoog";;;"You score very high on the social personality type.&nbsp;It is important for you to interact and cooperate with other people. You possess social skills which help you in social and/or service related occupations. You&#39;re a good listener and you&#39;re open to thoughts and feelings of others. With your skills and traits you&#39;ll do well in educational, treatment or advisory occupations.
"
"30";"Je scoort zeer laag op het ondernemende persoonlijkheidstype. Het initi&euml;ren of organiseren van activiteiten ligt jou niet. Leidinggeven en mensen overtuigen en commercieel benaderen behoren waarschijnlijk ook niet tot jouw sterkste punten. Je interesses liggen niet in beroepen waarbij deze zaken een grote rol spelen.
";"1";"Vaardigheden";"O";"zeer laag";;;"You score very low on the enterprising&nbsp;personality type. Initiating and organizing stuff is not for you. Showing leadership, convincing people and approaching matters in a commercial way are probably not your strongest traits. Your interests do not match occupations where these skills play a big role.
"
"31";"Je scoort laag op het ondernemende persoonlijkheidstype. Het initi&euml;ren of organiseren van activiteiten ligt jou niet. Leidinggeven en mensen overtuigen en commercieel benaderen behoren waarschijnlijk ook niet tot jouw sterkste punten. Je interesses liggen niet in beroepen waarbij deze zaken een grote rol spelen.
";"1";"Vaardigheden";"O";"laag";;;"You score low on the enterprising personality type.&nbsp;Initiating and organizing stuff is not for you. Showing leadership, convincing people and approaching matters in a commercial way are probably not your strongest traits. Your interests do not match occupations where these skills play a big role.
"
"32";"Je scoort onder gemiddeld op het ondernemende persoonlijkheidstype. Het initi&euml;ren of organiseren van activiteiten ligt jou niet echt. Leidinggeven en mensen overtuigen en commercieel benaderen behoren waarschijnlijk ook niet tot jouw sterkste punten. Je interesses liggen niet volledig in beroepen waarbij deze zaken een grote rol spelen. Je vindt andere beroepen interessanter.
";"1";"Vaardigheden";"O";"onder gemiddeld";;;"You score below average on the enterprising personality type. Initiating and organizing stuff is not for you. Showing leadership, convincing people and approaching matters in a commercial way are probably not your strongest traits. Your interests do not really match occupations where these skills play a big role. You probably find other occupations more interesting.
"
"33";"Je scoort gemiddeld op het ondernemende persoonlijkheidstype. Je bent een redelijk ondernemend persoon die over het algemeen in leidinggevende en overtuigende rollen uit de voeten kan. Daarnaast ben je op het gebied van organiseren en initi&euml;ren ook redelijk vaardig. Je beschikt over een gezonde dosis ambitie en bent in basis een optimistisch persoon. Je interesses liggen tot op zekere hoogte in beroepen waarin deze eigenschappen een rol spelen.
";"1";"Vaardigheden";"O";"gemiddeld";;;"You score average on the enterprising personality type. You&#39;re a relatively entrepreneurial person who performs well in managerial roles. You are also skilled in organizing and initiating stuff. You possess a healthy dose of ambition and you&#39;re generally an optimistic person. To a certain extent your interests match occupations where these skills play a role.
"
"34";"Je scoort boven gemiddeld op het ondernemende persoonlijkheidstype. Jij kunt waarschijnlijk goed leidinggeven en anderen gemakkelijk overtuigen. Naast deze eigenschappen ben je commercieel ook vaardig. Je bent een optimistisch en ambitieus persoon die tevens beschikt over initi&euml;rende en organiserende kwaliteiten.
";"1";"Vaardigheden";"O";"boven gemiddeld";;;"You score above average on the enterprising personality type. You&#39;re probably good at giving guidance and convincing others. Furthermore, you possess commercial skills and in general you&#39;re an optimistic and ambitious person who also possesses initiating and organizing competences.
"
"35";"Je scoort hoog op het ondernemende persoonlijkheidstype. Jij kunt goed leidinggeven en anderen gemakkelijk overtuigen. Naast deze eigenschappen ben je commercieel ook vaardig. Je bent een optimistisch en ambitieus persoon die tevens beschikt over initi&euml;rende en organiserende kwaliteiten.
";"1";"Vaardigheden";"O";"hoog";;;"You score high on the enterprising personality type. You&#39;re good at giving guidance and convincing others. Furthermore, you possess commercial skills and in general you&#39;re an optimistic and ambitious person who also possesses initiating and organizing competences.
"
"36";"Je scoort zeer hoog op het ondernemende persoonlijkheidstype. Jij kunt goed leidinggeven en anderen gemakkelijk overtuigen. Naast deze eigenschappen ben je commercieel ook vaardig. Je bent een optimistisch en ambitieus persoon die tevens beschikt over initi&euml;rende en organiserende kwaliteiten.
";"1";"Vaardigheden";"O";"zeer hoog";;;"You score very high on the enterprising personality type. You&#39;re good at giving guidance and convincing others. Furthermore, you possess commercial skills and you&#39;re an optimistic and ambitious person who also possesses initiating and organizing competences.
"
"37";"Je scoort zeer laag op het conventionele persoonlijkheidstype. Administratieve, organisatorische en cijfermatige werkzaamheden liggen jou niet. Precies, systematisch, geordend en volgens bepaalde richtlijnen werken behoort waarschijnlijk ook niet tot jouw sterkste punten. Je interesses liggen niet in beroepen waarbij deze zaken een grote rol spelen.
";"1";"Vaardigheden";"C";"zeer laag";;;"You score very low on the conventional personality type. Administrative work, organizational activities and activities that require working with a lot of numbers do not really suit you. Working with precision, in a systematic and orderly way and under set guidelines are probably not your strongest traits. Your interests do not match occupations where these skills play a big role.
"
"38";"Je scoort laag op het conventionele persoonlijkheidstype. Administratieve, organisatorische en cijfermatige werkzaamheden liggen jou niet. Precies, systematisch, geordend en volgens bepaalde richtlijnen werken behoort waarschijnlijk ook niet tot jouw sterkste punten. Je interesses liggen niet in beroepen waarbij deze zaken een grote rol spelen.
";"1";"Vaardigheden";"C";"laag";;;"You score very low on the conventional personality type. Administrative work, organizational activities and activities that require working with a lot of numbers do not really suit you. Working with precision, in a systematic and orderly way and under set guidelines are probably not your strongest traits. Your interests do not match occupations where these skills play a big role.
"
"39";"Je scoort onder gemiddeld op het conventionele persoonlijkheidstype. Administratieve, organisatorische en cijfermatige werkzaamheden liggen jou waarschijnlijk niet echt. Precies, systematisch, geordend en volgens bepaalde richtlijnen werken behoort ook niet tot jouw sterkste punten. Je interesses liggen niet volledig in beroepen waarbij deze zaken een grote rol spelen. Je vindt andere beroepen interessanter.
";"1";"Vaardigheden";"C";"onder gemiddeld";;;"You score below average on the conventional personality type.&nbsp;Administrative work, organizational activities and activities that require working with a lot of numbers, do not really suit you. Working with precision, in a systematic and orderly way and under set guidelines are probably not your strongest traits. Your interests do not match occupations where these skills play a big role. You probably find other occupations more interesting. &nbsp;
"
"40";"Je scoort gemiddeld op het conventionele persoonlijkheidstype. Je beschikt over redelijk goede administratieve, organisatoriche en cijfermatige vaardigheden. Je kan dan ook over het algemeen goed uit de voeten in conventionele, beheersmatige beroepen waarin deze vaardigheden een rol spelen. Je interesses liggen in zekere mate in beroepen waarin deze eigenschappen een rol spelen.
";"1";"Vaardigheden";"C";"gemiddeld";;;"You score average on the conventional personality type. You have reasonably good administrative, organizational and numerical skills. In general you manage well in conventional and managerial occupations in which these skills play a role. To a certain extent your interests match occupations where these skills play a role. &nbsp;
"
"41";"Je scoort boven gemiddeld op het conventionele persoonlijkheidstype. Jij beschikt over sterke administratieve, organisatorische en cijfermatige vaardigheden. Deze vaardigheden komen het beste van pas in conventionele, beheersmatige beroepen, waar voornamelijk gewerkt wordt met getallen gegevens en informatie. Daarnaast werk jij gemakkelijk volgens bepaalde procedures, regels en richtlijnen.
";"1";"Vaardigheden";"C";"boven gemiddeld";;;"You score above average on the conventional personality type. You possess strong administrative, organizational and numerical skills. These skills are useful in conventional, managerial occupations that involve working with numbers, data and information.&nbsp;With your skills and traits you have no problem working according to procedures, rules and guidelines.
"
"42";"Je scoort hoog op het conventionele persoonlijkheidstype. Jij beschikt over sterke administratieve, organisatorische en cijfermatige vaardigheden. Deze vaardigheden komen het beste van pas in conventionele, beheersmatige beroepen, waar voornamelijk gewerkt wordt met getallen gegevens en informatie. Daarnaast werk jij gemakkelijk volgens bepaalde procedures, regels en richtlijnen.
";"1";"Vaardigheden";"C";"hoog";;;"You score high on the conventional personality type. You possess strong administrative, organizational and numerical skills. These skills are useful in conventional, managerial occupations that involve working with numbers, data and information.&nbsp;With your skills and traits you have no problem working according to procedures, rules and guidelines.
"
"43";"Je scoort zeer hoog op het conventionele persoonlijkheidstype. Jij beschikt over sterke administratieve, organisatorische en cijfermatige vaardigheden. Deze vaardigheden komen het beste van pas in conventionele, beheersmatige beroepen, waar voornamelijk gewerkt wordt met getallen gegevens en informatie. Daarnaast werk jij gemakkelijk volgens bepaalde procedures, regels en richtlijnen.
";"1";"Vaardigheden";"C";"zeer hoog";;;"You score very high on the conventional personality type.&nbsp;You possess strong administrative, organizational and numerical skills. These skills are useful in conventional, managerial occupations that involve working with numbers, data and information.&nbsp;With your skills and traits you have no problem working according to procedures, rules and guidelines.
"
"44";"Je scoort zeer laag op het realistische persoonlijkheidstype. Fysieke werkzaamheden of werken in de buitenlucht zijn voor jou geen vereisten. Tevens is praktisch nut voor jou ook niet altijd nodig. Je hecht hier dan ook weinig waarde aan. Daarnaast heb je ook geen specifieke voorkeur om bijvoorbeeld met materialen of machines te werken. Voor jou zijn andere zaken meer van belang in een professionele werkomgeving.
";"3";"Werkwaarden";"R";"zeer laag";;;"You score very low on the realistic personality type. Working outside or physical activities do not suit you. Furthermore, you attach little importance to practical value, which is not always necessary in your opinion. You don&#39;t have a specific preference to work with machinery or materials either.&nbsp;Your interests and skills do not match occupations where these skills play a big role.
"
"45";"Je scoort laag op het realistische persoonlijkheidstype. Fysieke werkzaamheden of werken in de buitenlucht zijn voor jou geen vereisten. Tevens is praktisch nut voor jou ook niet altijd nodig. Je hecht hier dan ook weinig waarde aan. Daarnaast heb je ook geen specifieke voorkeur om bijvoorbeeld met materialen of machines te werken. Voor jou zijn andere zaken meer van belang in een professionele werkomgeving.
";"3";"Werkwaarden";"R";"laag";;;"You score low on the realistic personality type. Working outside or physical activities do not really appeal to you. Furthermore, you attach little importance to practical value, which is not always necessary in your opinion. You don&#39;t have a specific preference to work with machinery or materials either.&nbsp;Your interests and skills do not really match occupations where these skills play a big role.
"
"46";"Je scoort onder gemiddeld op het realistische persoonlijkheidstype. Fysieke werkzaamheden of werken in de buitenlucht zijn voor jou geen vereisten. Tevens is praktisch nut voor jou ook niet altijd nodig. Je hecht hier dan ook weinig waarde aan. Daarnaast heb je ook geen specifieke voorkeur om bijvoorbeeld met materialen of machines te werken. Voor jou zijn andere zaken meer van belang in een professionele werkomgeving.
";"3";"Werkwaarden";"R";"onder gemiddeld";;;"You score below average on the realistic personality type. Working outside or physical activities do not really appeal to you. Furthermore, you attach little importance to practical value, which is not always necessary in your opinion. You don&#39;t have a specific preference to work with machinery or materials either.&nbsp;Your interests and skills do not really match occupations where these skills play a big role.
"
"47";"Je scoort gemiddeld op het realistische persoonlijkheidstype. Zelfstandige werkzaamheden vindt jij fijn. Ook vindt je het prettig om werk om handen te hebben in plaats van stil te zitten. Tevens hecht je ook waarde aan werkzaamheden die worden gekenmerkt door praktisch nut. Zaken als buiten werken, het avontuur opzoeken of reizen vindt je niet vervelend, maar het zijn ook geen vereisten in jouw ideale werkomgeving. Het zelfde geldt voor werkzaamheden waarbij je gebruik maakt van je lichaamskracht en handvaardigheid.
";"3";"Werkwaarden";"R";"gemiddeld";;;"You score average on the realistic personality type. You like to work independently. You prefer to be active and have things to do. Furthermore, you attach importance to activities that hold practical value.&nbsp;You don&#39;t mind working outside, searching for adventure or travelling, but these are not specific requirements in your ideal working environment. The same applies to activities where you have to use your physical strength and dexterity.&nbsp;

&nbsp;
"
"48";"Je scoort boven gemiddeld op het realistische persoonlijkheidstype. Je bent een praktisch persoon die waarschijnlijk goed uit de voeten kan in een omgeving waarin zelfstandig moet worden gewerkt. Je vindt het fijn om bezig te zijn en houdt dan ook niet van stilzitten. Werken in de natuur spreekt je aan evenals werk waarbij je gebruik kan maken van je lichaamskracht en handvaardigheid. Daarnaast werk je ook graag met bijvoorbeeld materialen en machines. Je houdt van uitdagingen en bent op zoek naar afwisseling in je werk.
";"3";"Werkwaarden";"R";"boven gemiddeld";;;"You score above average on the realistic personality type. You&#39;re a practical person who can easily work independently. You also like to keep busy. Working outdoors appeals to you as well as activities in which you can use your physical strength and dexterity. You enjoy working with materials and machines. Furthermore, you like to take on challenges and appreciate variety in your work.
"
